pair_ID	relatedness_score	entailment_judgment
247	3.2098459999999998	NEUTRAL
250	3.495601	NEUTRAL
251	3.587595	NEUTRAL
252	3.6285260000000004	NEUTRAL
255	4.40575	ENTAILMENT
261	3.198287	NEUTRAL
262	4.8256559999999995	ENTAILMENT
263	3.922077	NEUTRAL
264	4.589735	ENTAILMENT
267	3.122455	NEUTRAL
268	2.931275	NEUTRAL
270	3.147769	NEUTRAL
271	3.439542	NEUTRAL
274	4.204147	ENTAILMENT
275	4.645503	ENTAILMENT
278	3.541889	NEUTRAL
281	3.29054	NEUTRAL
282	4.883548	ENTAILMENT
284	4.797649	ENTAILMENT
288	3.505975	NEUTRAL
290	3.592999	NEUTRAL
292	3.670043	NEUTRAL
294	3.856583	NEUTRAL
295	3.556954	NEUTRAL
297	2.906152	NEUTRAL
298	2.612494	NEUTRAL
299	3.2785849999999996	NEUTRAL
300	4.614982	ENTAILMENT
306	3.2591349999999997	NEUTRAL
307	3.4319319999999998	NEUTRAL
308	3.3022129999999996	NEUTRAL
314	3.7491510000000003	CONTRADICTION
316	2.006512	NEUTRAL
318	1.5307950000000001	NEUTRAL
319	1.6796950000000002	NEUTRAL
320	1.9090900000000002	NEUTRAL
321	2.047082	NEUTRAL
322	4.049698	ENTAILMENT
324	4.819401	ENTAILMENT
325	3.7035370000000003	CONTRADICTION
326	1.7165150000000002	NEUTRAL
328	1.3903530000000002	NEUTRAL
330	1.433748	NEUTRAL
334	3.771529	NEUTRAL
336	3.996679	ENTAILMENT
337	3.680747	ENTAILMENT
343	4.204912	ENTAILMENT
345	3.090119	NEUTRAL
348	3.119366	NEUTRAL
349	2.286142	NEUTRAL
350	3.384464	NEUTRAL
352	3.7818099999999997	CONTRADICTION
353	4.928895	ENTAILMENT
355	3.795721	CONTRADICTION
356	3.734267	NEUTRAL
357	3.302833	NEUTRAL
359	3.468626	NEUTRAL
364	4.730236	ENTAILMENT
365	4.236721	ENTAILMENT
368	3.824932	NEUTRAL
369	3.4786330000000003	NEUTRAL
371	4.634398	ENTAILMENT
376	2.876267	NEUTRAL
383	3.717061	NEUTRAL
385	4.352222	NEUTRAL
386	3.7827290000000002	NEUTRAL
388	3.914797	NEUTRAL
389	3.636404	NEUTRAL
399	3.04355	NEUTRAL
400	3.1739439999999997	NEUTRAL
401	3.285596	NEUTRAL
405	3.353286	NEUTRAL
406	4.066105	ENTAILMENT
407	1.640089	NEUTRAL
408	4.0526	ENTAILMENT
411	4.486484	ENTAILMENT
412	3.8254589999999995	NEUTRAL
414	4.0069300000000005	ENTAILMENT
416	3.3250830000000002	NEUTRAL
418	3.354186	NEUTRAL
419	3.923199	NEUTRAL
420	3.259503	NEUTRAL
421	3.2948989999999996	NEUTRAL
424	4.579459	ENTAILMENT
425	3.72931	CONTRADICTION
426	4.729558	ENTAILMENT
429	4.032733	NEUTRAL
430	4.26427	ENTAILMENT
431	3.5392959999999998	NEUTRAL
432	4.449606	ENTAILMENT
433	4.672648000000001	ENTAILMENT
437	3.25169	NEUTRAL
443	3.9996720000000003	ENTAILMENT
444	4.679895	ENTAILMENT
445	4.735879	ENTAILMENT
448	3.282111	NEUTRAL
452	3.951439	NEUTRAL
453	4.520531	ENTAILMENT
455	3.448185	NEUTRAL
456	3.670368	CONTRADICTION
458	2.75705	NEUTRAL
459	2.677677	NEUTRAL
460	3.148736	NEUTRAL
463	3.693407	CONTRADICTION
464	4.3951769999999994	ENTAILMENT
466	3.795211	CONTRADICTION
467	3.57994	NEUTRAL
468	3.340062	NEUTRAL
469	4.839311	ENTAILMENT
471	3.6592050000000005	NEUTRAL
472	3.6416370000000002	NEUTRAL
474	3.8296879999999995	CONTRADICTION
478	3.422721	NEUTRAL
479	3.316446	NEUTRAL
480	3.296243	NEUTRAL
481	3.9590349999999996	ENTAILMENT
482	4.448352	ENTAILMENT
483	3.4824080000000004	CONTRADICTION
487	3.338089	NEUTRAL
488	2.511414	NEUTRAL
490	3.329253	NEUTRAL
492	3.5690230000000005	CONTRADICTION
493	4.003978	ENTAILMENT
495	3.6671410000000004	CONTRADICTION
498	3.143189	NEUTRAL
501	3.055503	NEUTRAL
502	4.804531	ENTAILMENT
503	3.6740190000000004	CONTRADICTION
504	3.689704	ENTAILMENT
509	3.159322	NEUTRAL
510	2.989451	NEUTRAL
511	3.6841180000000002	NEUTRAL
512	3.234233	NEUTRAL
517	4.337318	ENTAILMENT
518	4.801007	ENTAILMENT
519	3.7717709999999998	CONTRADICTION
521	3.293397	NEUTRAL
523	2.754044	NEUTRAL
525	2.861855	NEUTRAL
532	3.7825269999999995	CONTRADICTION
533	3.7058150000000003	ENTAILMENT
534	4.617205	ENTAILMENT
536	3.112028	NEUTRAL
537	3.988236	NEUTRAL
539	3.7137620000000005	NEUTRAL
540	3.3930540000000002	NEUTRAL
543	3.516268	NEUTRAL
544	4.901193	ENTAILMENT
546	4.352612000000001	ENTAILMENT
547	2.854372	NEUTRAL
549	2.942977	NEUTRAL
553	2.613944	NEUTRAL
554	4.9597169999999995	ENTAILMENT
558	3.9372010000000004	NEUTRAL
559	4.272963	ENTAILMENT
562	3.224774	NEUTRAL
563	3.610529	NEUTRAL
566	3.7868839999999997	NEUTRAL
567	4.708203	ENTAILMENT
569	4.251547	NEUTRAL
571	3.693179	CONTRADICTION
572	4.433033999999999	ENTAILMENT
573	4.150936	NEUTRAL
574	3.472455	CONTRADICTION
575	3.8969150000000004	NEUTRAL
576	4.029167	NEUTRAL
577	3.3165419999999997	NEUTRAL
578	3.459418	NEUTRAL
579	4.125124	NEUTRAL
580	4.756863	ENTAILMENT
582	4.742839	ENTAILMENT
583	4.8471839999999995	ENTAILMENT
584	3.6118980000000005	CONTRADICTION
585	4.218615	ENTAILMENT
589	3.604772	NEUTRAL
590	4.118941	ENTAILMENT
591	4.803705	ENTAILMENT
593	5.002947	ENTAILMENT
594	3.7842309999999997	CONTRADICTION
595	3.3849480000000005	NEUTRAL
596	2.913614	NEUTRAL
598	3.6478949999999997	NEUTRAL
600	4.883235	ENTAILMENT
602	3.528373	CONTRADICTION
607	2.581661	NEUTRAL
608	2.34805	NEUTRAL
610	2.309468	NEUTRAL
612	3.167263	NEUTRAL
613	4.882526	ENTAILMENT
614	3.727679	CONTRADICTION
615	4.076731	ENTAILMENT
616	4.562037	ENTAILMENT
618	3.092309	NEUTRAL
620	2.6433150000000003	NEUTRAL
623	3.3487169999999997	NEUTRAL
624	3.262355	NEUTRAL
627	3.290626	NEUTRAL
633	3.09801	NEUTRAL
635	3.599995	NEUTRAL
636	2.880562	NEUTRAL
639	4.9099379999999995	ENTAILMENT
640	4.914219	ENTAILMENT
642	4.9778839999999995	ENTAILMENT
644	4.439221	ENTAILMENT
652	4.960717	ENTAILMENT
654	4.269883999999999	ENTAILMENT
656	3.951647	ENTAILMENT
658	4.555916000000001	NEUTRAL
659	3.7346120000000003	NEUTRAL
662	3.4988040000000002	NEUTRAL
664	4.558873	NEUTRAL
665	4.8858690000000005	ENTAILMENT
666	3.982111	CONTRADICTION
667	4.9122650000000005	ENTAILMENT
669	4.361194	ENTAILMENT
670	4.2677190000000005	NEUTRAL
673	4.261487000000001	NEUTRAL
674	3.9555260000000003	NEUTRAL
675	4.330241	NEUTRAL
677	4.116453	CONTRADICTION
681	4.325583	ENTAILMENT
682	3.8746449999999997	NEUTRAL
683	3.529846	CONTRADICTION
684	3.9300870000000003	ENTAILMENT
686	3.573181	NEUTRAL
688	4.038728	NEUTRAL
694	4.5920879999999995	ENTAILMENT
695	3.4135739999999997	NEUTRAL
700	3.37699	NEUTRAL
701	3.4252300000000004	NEUTRAL
705	4.458673999999999	ENTAILMENT
706	3.6418779999999997	CONTRADICTION
707	3.789192	NEUTRAL
708	3.064608	NEUTRAL
710	3.272767	NEUTRAL
711	2.9702599999999997	NEUTRAL
712	3.318423	NEUTRAL
713	4.908773	ENTAILMENT
714	3.649682	NEUTRAL
716	4.354493	ENTAILMENT
719	3.6508	NEUTRAL
720	3.614213	NEUTRAL
721	3.3402519999999996	NEUTRAL
724	3.240817	NEUTRAL
726	5.001612000000001	ENTAILMENT
739	4.633786	ENTAILMENT
740	3.860755	NEUTRAL
742	4.3151660000000005	NEUTRAL
743	3.3165730000000004	NEUTRAL
744	3.231185	NEUTRAL
750	4.116316	ENTAILMENT
751	3.5695620000000003	CONTRADICTION
753	3.7265449999999998	CONTRADICTION
755	3.259528	NEUTRAL
756	3.435084	NEUTRAL
758	3.893842	NEUTRAL
763	4.1098099999999995	ENTAILMENT
767	3.206432	NEUTRAL
770	3.148364	NEUTRAL
771	3.682349	ENTAILMENT
773	3.690779	NEUTRAL
775	3.6279730000000003	CONTRADICTION
776	2.766959	NEUTRAL
778	2.894237	NEUTRAL
779	3.16188	NEUTRAL
781	4.803834999999999	ENTAILMENT
782	3.7360910000000005	CONTRADICTION
786	3.7450360000000003	NEUTRAL
787	3.5342239999999996	NEUTRAL
788	3.15415	NEUTRAL
790	3.544265	NEUTRAL
794	4.662153	ENTAILMENT
795	3.96084	NEUTRAL
798	3.8827199999999995	CONTRADICTION
800	2.632469	NEUTRAL
801	3.141742	NEUTRAL
803	3.1798919999999997	NEUTRAL
805	4.829124	ENTAILMENT
806	3.973217	CONTRADICTION
807	4.028899	NEUTRAL
808	4.101844	ENTAILMENT
809	3.668216	CONTRADICTION
810	2.263464	NEUTRAL
814	2.273677	NEUTRAL
815	2.326098	NEUTRAL
817	4.276196	ENTAILMENT
818	4.768505	ENTAILMENT
819	3.7883620000000002	CONTRADICTION
821	2.068795	NEUTRAL
823	2.740443	NEUTRAL
826	1.8363310000000002	NEUTRAL
828	3.736042	CONTRADICTION
829	4.359063	ENTAILMENT
832	3.7769760000000003	NEUTRAL
833	3.4743720000000002	NEUTRAL
834	3.342604	NEUTRAL
835	3.246754	NEUTRAL
837	3.386907	NEUTRAL
838	3.5666089999999997	NEUTRAL
840	4.874918	ENTAILMENT
842	4.172574	ENTAILMENT
843	3.833245	NEUTRAL
847	2.247319	NEUTRAL
849	2.2864150000000003	NEUTRAL
850	2.211594	NEUTRAL
853	4.210858999999999	ENTAILMENT
854	3.6358599999999996	CONTRADICTION
856	4.8587620000000005	ENTAILMENT
861	3.481071	CONTRADICTION
863	4.365672	ENTAILMENT
865	3.7212650000000003	CONTRADICTION
871	3.623696	NEUTRAL
875	4.038044	NEUTRAL
877	4.933559	ENTAILMENT
884	3.26588	NEUTRAL
885	3.005359	NEUTRAL
886	3.755144	NEUTRAL
890	4.534816999999999	ENTAILMENT
891	3.552411	CONTRADICTION
894	4.092623000000001	ENTAILMENT
896	3.293593	NEUTRAL
897	3.172961	CONTRADICTION
900	4.283617	CONTRADICTION
901	4.316868	ENTAILMENT
903	4.188987	NEUTRAL
905	3.5705480000000005	NEUTRAL
907	3.551537	NEUTRAL
911	3.8497529999999998	NEUTRAL
912	4.972714	ENTAILMENT
914	4.830615	ENTAILMENT
916	4.15252	ENTAILMENT
918	1.57952	NEUTRAL
919	4.025104	NEUTRAL
921	3.2837120000000004	NEUTRAL
923	4.683012000000001	ENTAILMENT
924	3.508112	CONTRADICTION
925	4.209116000000001	ENTAILMENT
926	4.930915	ENTAILMENT
928	3.727446	NEUTRAL
929	3.8144519999999997	NEUTRAL
930	4.7774220000000005	ENTAILMENT
934	4.886837	ENTAILMENT
937	4.581468	ENTAILMENT
938	3.831222	NEUTRAL
939	3.8691190000000004	NEUTRAL
941	3.50904	NEUTRAL
942	3.600557	NEUTRAL
946	3.5898760000000003	NEUTRAL
951	3.7898400000000003	NEUTRAL
952	4.387296	ENTAILMENT
954	2.647739	NEUTRAL
955	3.724249	NEUTRAL
958	4.066201	ENTAILMENT
964	3.708868	CONTRADICTION
965	4.751779	ENTAILMENT
966	3.9118449999999996	NEUTRAL
968	3.1118509999999997	NEUTRAL
969	3.9432989999999997	NEUTRAL
971	2.507041	NEUTRAL
972	3.858475	NEUTRAL
974	3.6930339999999995	CONTRADICTION
976	4.8415099999999995	ENTAILMENT
977	4.314764	NEUTRAL
981	2.53005	NEUTRAL
982	2.875021	NEUTRAL
983	2.710604	NEUTRAL
986	4.922925	ENTAILMENT
990	4.897809	ENTAILMENT
992	2.498426	NEUTRAL
993	2.437866	NEUTRAL
995	2.027541	NEUTRAL
997	2.472975	NEUTRAL
999	4.848093	ENTAILMENT
1001	4.803126	ENTAILMENT
1003	2.632768	NEUTRAL
1005	2.644701	NEUTRAL
1006	2.648454	NEUTRAL
1011	4.865907	ENTAILMENT
1012	3.24457	NEUTRAL
1013	3.8551260000000003	NEUTRAL
1014	3.7436059999999998	NEUTRAL
1015	2.89197	NEUTRAL
1017	3.756579	NEUTRAL
1020	3.5085	NEUTRAL
1023	4.193125	ENTAILMENT
1024	4.65733	ENTAILMENT
1025	3.797709	NEUTRAL
1027	3.2737990000000003	NEUTRAL
1030	3.2082889999999997	NEUTRAL
1032	4.947893	ENTAILMENT
1034	4.420689	ENTAILMENT
1035	4.9169599999999996	ENTAILMENT
1036	3.670475	CONTRADICTION
1040	3.688016	NEUTRAL
1041	3.9288849999999997	NEUTRAL
1042	3.6392349999999998	NEUTRAL
1051	2.3725099999999997	NEUTRAL
1056	3.016517	NEUTRAL
1058	4.872858	ENTAILMENT
1059	3.6713139999999997	CONTRADICTION
1060	4.120957	ENTAILMENT
1062	3.82709	CONTRADICTION
1063	4.273958	ENTAILMENT
1066	3.4102129999999997	NEUTRAL
1067	4.115515	NEUTRAL
1070	4.000305	NEUTRAL
1071	4.953727	ENTAILMENT
1072	3.439794	NEUTRAL
1073	4.854826	ENTAILMENT
1075	4.209048	NEUTRAL
1077	3.515651	NEUTRAL
1078	3.810292	NEUTRAL
1079	4.359952	NEUTRAL
1081	4.251717	NEUTRAL
1085	4.920833	ENTAILMENT
1086	4.216158999999999	NEUTRAL
1089	3.843114	NEUTRAL
1098	4.84847	ENTAILMENT
1100	0.9888319999999999	NEUTRAL
1101	0.8798940000000001	NEUTRAL
1103	1.02094	NEUTRAL
1106	4.914944	ENTAILMENT
1107	3.7155150000000003	CONTRADICTION
1110	3.788955	CONTRADICTION
1113	1.5844790000000002	NEUTRAL
1114	1.484804	NEUTRAL
1116	1.7202330000000001	NEUTRAL
1121	4.4223349999999995	ENTAILMENT
1123	4.832864	ENTAILMENT
1124	3.659414	CONTRADICTION
1126	4.889154	ENTAILMENT
1127	3.7349629999999996	CONTRADICTION
1130	3.596967	CONTRADICTION
1131	4.960273	ENTAILMENT
1132	3.6250199999999997	NEUTRAL
1134	3.886769	NEUTRAL
1136	3.4213160000000005	NEUTRAL
1138	4.181030000000001	ENTAILMENT
1139	4.9961199999999995	ENTAILMENT
1140	3.736913	CONTRADICTION
1141	4.330407	NEUTRAL
1142	3.796378	CONTRADICTION
1143	1.067404	NEUTRAL
1144	0.992449	NEUTRAL
1146	0.9080540000000001	NEUTRAL
1148	4.573053	ENTAILMENT
1150	4.887002	ENTAILMENT
1151	3.71271	CONTRADICTION
1152	3.21614	NEUTRAL
1156	3.077587	NEUTRAL
1158	4.318291	CONTRADICTION
1159	4.5587	ENTAILMENT
1160	4.0763940000000005	ENTAILMENT
1163	3.432696	NEUTRAL
1164	3.270222	NEUTRAL
1166	5.011378	ENTAILMENT
1168	5.006301000000001	ENTAILMENT
1171	2.594114	NEUTRAL
1172	4.263128	NEUTRAL
1173	3.0943259999999997	NEUTRAL
1174	3.882044	NEUTRAL
1176	3.6651569999999998	CONTRADICTION
1181	1.4449809999999998	NEUTRAL
1183	1.245544	NEUTRAL
1185	3.981498	NEUTRAL
1186	4.796599	ENTAILMENT
1187	4.014826	NEUTRAL
1189	3.931546	NEUTRAL
1197	3.698265	CONTRADICTION
1198	3.704362	NEUTRAL
1199	2.897686	NEUTRAL
1201	3.664563	NEUTRAL
1203	3.577112	NEUTRAL
1204	4.1788110000000005	NEUTRAL
1208	4.523347	ENTAILMENT
1209	3.6685769999999995	CONTRADICTION
1210	3.3800470000000002	NEUTRAL
1211	3.203652	NEUTRAL
1216	3.7482629999999997	CONTRADICTION
1217	4.654274	ENTAILMENT
1218	3.600261	CONTRADICTION
1220	3.481323	NEUTRAL
1223	4.088554	NEUTRAL
1224	4.950751	ENTAILMENT
1225	3.5958410000000005	CONTRADICTION
1226	4.809491	ENTAILMENT
1229	2.80844	NEUTRAL
1231	3.152768	NEUTRAL
1233	4.395344000000001	ENTAILMENT
1234	3.699614	CONTRADICTION
1235	4.297554	ENTAILMENT
1238	4.002916	ENTAILMENT
1243	3.665539	CONTRADICTION
1245	3.593746	CONTRADICTION
1247	2.916671	NEUTRAL
1250	2.820001	NEUTRAL
1252	3.7191400000000003	CONTRADICTION
1253	4.760448	ENTAILMENT
1254	2.196846	NEUTRAL
1256	2.035745	NEUTRAL
1257	3.1356669999999998	NEUTRAL
1258	2.1926189999999997	NEUTRAL
1260	4.805398	ENTAILMENT
1261	3.7066260000000004	CONTRADICTION
1262	4.917036	ENTAILMENT
1263	3.5717790000000003	CONTRADICTION
1264	3.994158	ENTAILMENT
1265	3.422101	CONTRADICTION
1267	3.5457669999999997	CONTRADICTION
1269	2.986941	NEUTRAL
1272	3.7104550000000005	CONTRADICTION
1277	1.289783	NEUTRAL
1278	3.294504	NEUTRAL
1279	2.072405	NEUTRAL
1281	3.680999	CONTRADICTION
1285	2.039762	NEUTRAL
1286	2.225341	NEUTRAL
1288	3.751889	CONTRADICTION
1289	4.923145	ENTAILMENT
1290	4.3904879999999995	NEUTRAL
1295	3.965987	NEUTRAL
1296	4.7468	ENTAILMENT
1298	4.658030999999999	ENTAILMENT
1299	4.085221	ENTAILMENT
1300	3.7351940000000003	CONTRADICTION
1301	3.8176019999999995	NEUTRAL
1304	2.469525	NEUTRAL
1306	1.339991	NEUTRAL
1307	2.661515	NEUTRAL
1309	4.814547	ENTAILMENT
1310	3.685779	CONTRADICTION
1312	3.691293	CONTRADICTION
1313	1.280622	NEUTRAL
1314	1.228219	NEUTRAL
1315	1.369081	NEUTRAL
1316	1.1446319999999999	NEUTRAL
1320	4.899964	ENTAILMENT
1322	1.9398389999999999	NEUTRAL
1323	4.949356	ENTAILMENT
1324	4.265289	ENTAILMENT
1325	1.856308	NEUTRAL
1327	3.6768970000000003	NEUTRAL
1330	4.15355	ENTAILMENT
1331	4.967874	ENTAILMENT
1332	3.651045	CONTRADICTION
1334	3.8705580000000004	NEUTRAL
1337	4.7410760000000005	ENTAILMENT
1338	3.284153	NEUTRAL
1339	4.8261080000000005	ENTAILMENT
1340	4.4960510000000005	ENTAILMENT
1343	3.920275	NEUTRAL
1347	3.581922	CONTRADICTION
1348	4.920326	ENTAILMENT
1349	3.739393	NEUTRAL
1351	4.820641999999999	ENTAILMENT
1353	4.6259120000000005	ENTAILMENT
1356	3.564451	CONTRADICTION
1357	4.822494	ENTAILMENT
1360	4.671225	ENTAILMENT
1362	4.4836290000000005	ENTAILMENT
1363	3.576222	CONTRADICTION
1364	4.520487	ENTAILMENT
1366	4.351985	ENTAILMENT
1367	4.8742980000000005	ENTAILMENT
1369	4.8395209999999995	ENTAILMENT
1370	3.6926589999999995	CONTRADICTION
1374	3.621547	NEUTRAL
1375	4.980711	ENTAILMENT
1377	3.7500480000000005	CONTRADICTION
1382	4.230302	NEUTRAL
1383	3.6299949999999996	NEUTRAL
1391	1.181933	NEUTRAL
1392	1.2876040000000002	NEUTRAL
1393	1.189781	NEUTRAL
1394	4.419109	ENTAILMENT
1395	2.261772	NEUTRAL
1397	3.599571	CONTRADICTION
1398	2.301654	NEUTRAL
1401	2.374105	NEUTRAL
1402	2.9247400000000003	NEUTRAL
1406	3.631918	CONTRADICTION
1411	1.731248	NEUTRAL
1413	4.3044519999999995	NEUTRAL
1416	4.853929	ENTAILMENT
1418	3.446682	NEUTRAL
1420	4.706608	ENTAILMENT
1422	3.241457	NEUTRAL
1423	4.906842	ENTAILMENT
1424	3.6438580000000003	CONTRADICTION
1425	1.282443	NEUTRAL
1426	1.4370459999999998	NEUTRAL
1428	1.804745	NEUTRAL
1430	4.971153	ENTAILMENT
1433	3.777718	CONTRADICTION
1436	3.497543	NEUTRAL
1437	3.087374	NEUTRAL
1439	4.744569	ENTAILMENT
1440	3.5967550000000004	CONTRADICTION
1441	4.760715	ENTAILMENT
1442	2.338113	NEUTRAL
1445	1.931223	NEUTRAL
1447	2.509415	NEUTRAL
1449	4.403417	NEUTRAL
1450	4.931298	ENTAILMENT
1451	3.686353	CONTRADICTION
1452	1.2903950000000002	NEUTRAL
1454	1.316533	NEUTRAL
1456	1.3435620000000001	NEUTRAL
1457	4.643916	ENTAILMENT
1459	4.118163	ENTAILMENT
1460	2.740739	NEUTRAL
1462	1.2271379999999998	NEUTRAL
1465	1.0440040000000002	NEUTRAL
1468	4.850561	ENTAILMENT
1471	1.9715650000000002	NEUTRAL
1472	2.427116	NEUTRAL
1475	4.018928	NEUTRAL
1477	4.793603	ENTAILMENT
1478	3.721688	CONTRADICTION
1485	3.714576	CONTRADICTION
1490	4.238453	NEUTRAL
1491	3.4242529999999998	NEUTRAL
1492	3.6858440000000003	NEUTRAL
1496	3.747989	CONTRADICTION
1497	4.774506	ENTAILMENT
1500	3.748054	CONTRADICTION
1502	4.255476	NEUTRAL
1507	3.393754	NEUTRAL
1508	3.04164	NEUTRAL
1510	2.8564599999999998	NEUTRAL
1512	3.566851	NEUTRAL
1515	1.178962	NEUTRAL
1516	1.2652700000000001	NEUTRAL
1518	1.211172	NEUTRAL
1520	3.506073	NEUTRAL
1522	4.5051	ENTAILMENT
1526	3.296274	NEUTRAL
1528	2.449464	NEUTRAL
1529	4.5864519999999995	ENTAILMENT
1530	3.545936	NEUTRAL
1533	1.0150569999999999	NEUTRAL
1537	1.033501	NEUTRAL
1539	3.67642	CONTRADICTION
1540	4.827184	ENTAILMENT
1542	4.050925	ENTAILMENT
1543	3.146544	NEUTRAL
1544	2.459659	NEUTRAL
1546	3.606007	NEUTRAL
1548	3.654082	CONTRADICTION
1554	3.236745	NEUTRAL
1555	4.068761	NEUTRAL
1556	4.200265	NEUTRAL
1560	3.93656	NEUTRAL
1561	3.6072269999999995	NEUTRAL
1562	3.038909	NEUTRAL
1564	3.879398	NEUTRAL
1567	3.9901800000000005	NEUTRAL
1568	5.028076	ENTAILMENT
1569	4.121944	CONTRADICTION
1571	2.504188	NEUTRAL
1572	2.502439	NEUTRAL
1577	2.760816	NEUTRAL
1578	5.0424050000000005	ENTAILMENT
1579	3.635596	CONTRADICTION
1581	3.771607	CONTRADICTION
1583	3.443504	CONTRADICTION
1589	4.216803	ENTAILMENT
1590	4.022471	ENTAILMENT
1593	4.463923	NEUTRAL
1594	3.4802410000000004	NEUTRAL
1596	4.9612	ENTAILMENT
1597	3.137654	NEUTRAL
1598	4.939465	ENTAILMENT
1600	4.8522050000000005	ENTAILMENT
1602	3.492293	CONTRADICTION
1603	4.130822	ENTAILMENT
1605	3.775495	NEUTRAL
1611	3.68626	CONTRADICTION
1613	3.5512309999999996	CONTRADICTION
1616	3.5720980000000004	NEUTRAL
1617	4.868914	ENTAILMENT
1619	4.870646	ENTAILMENT
1620	4.863718	ENTAILMENT
1622	1.3424610000000001	NEUTRAL
1623	1.271031	NEUTRAL
1624	1.497663	NEUTRAL
1630	4.979355	ENTAILMENT
